file,key,legacySection,legacyComment,visibleText,helpCaptionText,explicitAction,actionType,targetPageKey,targetFit,legacyMessage,needsActionReview
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.player_prefs_button,Button25,player prefs button,PLAYER PREFS,MAIN MENU,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.check_box_for_rp_s_for_kills,Button26,check box for rp's for kills,RP FOR 'MECHS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.up_button_arrow_for_map_info_drop_weight,Button27,up button arrow for map info drop weight,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.down_arrow_button_for_map_info_drop_weight,Button28,down arrow button for map info drop weight,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.up_arrow_button_for_cbills_gadget,PlayerParamsCBillsSpinnerUpButton,up arrow button for cbills gadget,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.down_arrow_for_c_bills_gadget,PlayerParamsCBillsSpinnerDownButton,down arrow for c-bills gadget,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.check_box_for_player_ready,PlayerParamsReadyButton,check box for player ready,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param_combobox0.fit,game.mcl_mp_param_combobox0.button.button,ExpandButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param_combobox1.fit,game.mcl_mp_param_combobox1.button.button,ExpandButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param_droplist0.fit,game.mcl_mp_param_droplist0.button.down_triangle,ExpandButton,down triangle,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param_droplist1.fit,game.mcl_mp_param_droplist1.button.down_triangle,ExpandButton,down triangle,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param_droplist2.fit,game.mcl_mp_param_droplist2.button.down_triangle,ExpandButton,down triangle,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param_droplist3.fit,game.mcl_mp_param_droplist3.button.down_triangle,ExpandButton,down triangle,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param_droplist4.fit,game.mcl_mp_param_droplist4.button.down_triangle,ExpandButton,down triangle,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.main_menu_button,Button0,main menu button,MAIN MENU,MAIN MENU,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.check_box_for_player_ready,Button1,check box for player ready,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.map_info_button,Button2,map info button,BUY/SELL 'MECHS,BUY/SELL 'MECHS,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.check_box_for_airstrikes_non_clickable,Button3,check box for airstrikes- non clickable,BUY/SELL 'MECHS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.check_box_for_sensor_probe,Button4,check box for sensor probe,BUY/SELL 'MECHS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.check_box_for_minelayers,Button5,check box for minelayers,BUY/SELL 'MECHS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.check_box_for_repair_vehicles,Button6,check box for repair vehicles,BUY/SELL 'MECHS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.check_box_for_scouts,Button7,check box for scouts,BUY/SELL 'MECHS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.check_box_for_recovery_team,Button8,check box for recovery team,BUY/SELL 'MECHS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.check_box_for_guard_towers,Button9,check box for guard towers,BUY/SELL 'MECHS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.check_box_for_resource_buildings,Button10,check box for resource buildings,BUY/SELL 'MECHS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.check_box_for_unlimited_ammo,Button11,check box for unlimited ammo,BUY/SELL 'MECHS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.check_box_for_variants,Button12,check box for variants,BUY/SELL 'MECHS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.check_box_for_all_tech,Button13,check box for all tech,BUY/SELL 'MECHS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.use_quickstart_button,Button14,use quickstart button,BUY/SELL 'MECHS,BUY/SELL 'MECHS,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.back_button,Button15,back button,BACK,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.chat_button,Button16,chat button,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.up_arrow_button_for_cbills_gadget,PlayerParamsCBillsSpinnerUpButton,up arrow button for cbills gadget,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.down_arrow_for_c_bills_gadget,PlayerParamsCBillsSpinnerDownButton,down arrow for c-bills gadget,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_paramplay.fit,game.mcl_mp_paramplay.button.check_box_for_player_ready_01,PlayerParamsReadyButton,check box for player ready,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_playerprefs.fit,game.mcl_mp_playerprefs.button.main_menu,Button0,main menu,MAIN MENU,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_playerprefs.fit,game.mcl_mp_playerprefs.button.base_color_tab,Button1,"\""BASE COLOR\"" tab",BASE COLOR,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_playerprefs.fit,game.mcl_mp_playerprefs.button.stripe_color_tab,Button2,"\""STRIPE COLOR\"" tab",STRIPE COLOR,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_playerprefs.fit,game.mcl_mp_playerprefs.button.cancel_button,Button5,"\""CANCEL\"" button",CANCEL,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_playerprefs.fit,game.mcl_mp_playerprefs.button.accept_button,Button3,"\""ACCEPT\"" button",ACCEPT,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_playerprefs_combobox1.fit,game.mcl_mp_playerprefs_combobox1.button.button,ExpandButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_playerprefs_combobox2.fit,game.mcl_mp_playerprefs_combobox2.button.button,ExpandButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_playerprefs_combobox3.fit,game.mcl_mp_playerprefs_combobox3.button.button,ExpandButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_setup_combobox0.fit,game.mcl_mp_setup_combobox0.button.down_triangle,ExpandButton,down triangle,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_setup_combobox1.fit,game.mcl_mp_setup_combobox1.button.down_triangle,ExpandButton,down triangle,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_setup_droplist0.fit,game.mcl_mp_setup_droplist0.button.down_triangle,ExpandButton,down triangle,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_setuplayout.fit,game.mcl_mp_setuplayout.button.done_button_in_lower_right_corner,Button0,DONE button in lower right corner,NEXT,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_setuplayout.fit,game.mcl_mp_setuplayout.button.main_menubutton_in_upper_right_hand_corner,Button1,main menubutton in upper right hand corner,MAIN MENU,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_setuplayout.fit,game.mcl_mp_setuplayout.button.radio_button_for_internet_zone,Button2,Radio button for internet (zone),,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_setuplayout.fit,game.mcl_mp_setuplayout.button.radio_button_for_lan,Button3,Radio button for LAN,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_setuplayout.fit,game.mcl_mp_setuplayout.button.radio_button_for_direct_tcp_ip,Button4,Radio button for direct tcp/ip,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_setuplayout.fit,game.mcl_mp_setuplayout.button.radio_button_for_modem_to_modem,Button5,Radio button for modem to modem,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_setuplayout.fit,game.mcl_mp_setuplayout.button.button,Tab0Button,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_setuplayout.fit,game.mcl_mp_setuplayout.button.button_01,Tab1Button,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_stats.fit,game.mcl_mp_stats.button.close_button,Button0,CLOSE button,CLOSE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_stats.fit,game.mcl_mp_stats.button.chat_button,Button1,chat button,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_tcpip.fit,game.mcl_mp_tcpip.button.main_menu,Button0,main menu,MAIN MENU,MAIN MENU,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_tcpip.fit,game.mcl_mp_tcpip.button.join_game,Button1,join game,BUY/SELL 'MECHS,BUY/SELL 'MECHS,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_tcpip.fit,game.mcl_mp_tcpip.button.host_game,Button2,host game,BUY/SELL 'MECHS,BUY/SELL 'MECHS,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_tcpip.fit,game.mcl_mp_tcpip.button.back_button,Button3,back button,BACK,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_tcpip_combobox0.fit,game.mcl_mp_tcpip_combobox0.button.button,ExpandButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_options.fit,game.mcl_options.button.graphics_tab,Button0,graphics tab,GRAPHICS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_options.fit,game.mcl_options.button.audio_tab,Button1,audio tab,AUDIO,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_options.fit,game.mcl_options.button.gameplay_tab,Button2,gameplay tab,GAMEPLAY,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_options.fit,game.mcl_options.button.hotkey_tab,Button3,hotkey tab,HOTKEYS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_options.fit,game.mcl_options.button.cancel_button,Button4,cancel button,CANCEL,MAIN MENU,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_options.fit,game.mcl_options.button.accept_button,Button5,accept button,ACCEPT,MAIN MENU,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_options_combobox0.fit,game.mcl_options_combobox0.button.button,ExpandButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_options_combobox2.fit,game.mcl_options_combobox2.button.button,ExpandButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsaudio.fit,game.mcl_optionsaudio.button.master_digital_low_vol,Button0,master digital low vol,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsaudio.fit,game.mcl_optionsaudio.button.master_digital_high_vol,Button1,master digital high vol,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsaudio.fit,game.mcl_optionsaudio.button.music_low_vol,Button2,music low vol,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsaudio.fit,game.mcl_optionsaudio.button.music_high_vol,Button3,music high vol,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsaudio.fit,game.mcl_optionsaudio.button.sfx_low_vol,Button4,sfx low vol,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsaudio.fit,game.mcl_optionsaudio.button.sfx_high_vol,Button5,sfx high vol,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsaudio.fit,game.mcl_optionsaudio.button.radio_low_vol,Button6,radio low vol,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsaudio.fit,game.mcl_optionsaudio.button.radio_high_vol,Button7,radio high vol,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsaudio.fit,game.mcl_optionsaudio.button.computer_message_low_vol,Button8,computer message low vol,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsaudio.fit,game.mcl_optionsaudio.button.computer_message_high_vol,Button9,computer message high vol.,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsaudio.fit,game.mcl_optionsaudio.button.reset_button,Button10,reset button,DEFAULT,BUY/SELL 'MECHS,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsaudio.fit,game.mcl_optionsaudio.button.master_digital_slider,Button11,master digital slider,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsaudio.fit,game.mcl_optionsaudio.button.music_slider,Button12,music slider,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsaudio.fit,game.mcl_optionsaudio.button.sfx_slider,Button13,sfx slider,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsaudio.fit,game.mcl_optionsaudio.button.radio_slider,Button14,radio slider,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsaudio.fit,game.mcl_optionsaudio.button.computer_message_slider,Button15,computer message slider,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgameplay.fit,game.mcl_optionsgameplay.button.check_box_unlimited_ammo,Button0,check box: unlimited ammo,UNLIMITED AMMO,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgameplay.fit,game.mcl_optionsgameplay.button.difficulty_level_radio_green,Button1,difficulty level radio: green,GREEN,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgameplay.fit,game.mcl_optionsgameplay.button.check_box_left_click_right_click,Button2,check box: left click/right click,LEFT-CLICK/RIGHT-CLICK MOUSE CONTROL,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgameplay.fit,game.mcl_optionsgameplay.button.difficulty_level_radio_regular,Button3,difficulty level radio: regular,REGULAR,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgameplay.fit,game.mcl_optionsgameplay.button.difficulty_level_radio_veteran,Button4,difficulty level radio: veteran,VETERAN,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgameplay.fit,game.mcl_optionsgameplay.button.difficulty_level_radio_elite,Button5,difficulty level radio: elite,ELITE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgameplay.fit,game.mcl_optionsgameplay.button.base_color_tab,Button6,base color tab,BASE COLOR,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgameplay.fit,game.mcl_optionsgameplay.button.accent_color_tab,Button7,accent color tab,STRIPE COLOR,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgameplay.fit,game.mcl_optionsgameplay.button.reset_button,Button8,reset button,DEFAULT,BUY/SELL 'MECHS,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgraphics.fit,game.mcl_optionsgraphics.button.check_box_pilot_videos,Button0,check box- pilot videos,PILOT VIDEOS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgraphics.fit,game.mcl_optionsgraphics.button.check_box_terrain_detail,Button1,check box- terrain detail,DETAIL TEXTURES,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgraphics.fit,game.mcl_optionsgraphics.button.check_box_shadows,Button2,check box- shadows,SHADOWS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgraphics.fit,game.mcl_optionsgraphics.button.check_box_high_object_detail,Button3,check box- high object detail,HIGH OBJECT DETAIL,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgraphics.fit,game.mcl_optionsgraphics.button.check_box_local_shadows,Button4,check box-  local shadows,LOCAL SHADOWS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgraphics.fit,game.mcl_optionsgraphics.button.check_box_non_weapon_fx,Button5,check box- non weapon fx,NON-WEAPON EFFECTS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgraphics.fit,game.mcl_optionsgraphics.button.check_box_hardware_rasterizer,Button6,check box-hardware rasterizer,HARDWARE RASTERIZER,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgraphics.fit,game.mcl_optionsgraphics.button.check_box_use_async_mouse,Button7,check box-use async mouse,HARDWARE MOUSE UPDATE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgraphics.fit,game.mcl_optionsgraphics.button.reset_button,Button8,reset button,DEFAULT,BUY/SELL 'MECHS,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_optionshotkeys.fit,game.mcl_optionshotkeys.button.reset_button,Button0,reset button,DEFAULT,BUY/SELL 'MECHS,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_pr_layout.fit,game.mcl_pr_layout.button.back_button,PilotReadyButton0,back button,BACK,BACK,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_pr_layout.fit,game.mcl_pr_layout.button.launch_button,PilotReadyButton1,LAUNCH  button,LAUNCH,NEXT,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_pr_layout.fit,game.mcl_pr_layout.button.add_pilot_button,PilotReadyButton2,add pilot button,ADD PILOT,ADD PILOT,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_pr_layout.fit,game.mcl_pr_layout.button.remove_pilot_button,PilotReadyButton3,remove pilot button,REMOVE PILOT,REMOVE PILOT,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_pr_layout.fit,game.mcl_pr_layout.button.main_menu_button,PilotReadyButton4,main menu button,MAIN MENU,MAIN MENU,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_sm.fit,game.mcl_sm.button.delete_button,Button0,delete button,DELETE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_sm.fit,game.mcl_sm.button.cancel_button,Button1,cancel button,CANCEL,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_sm.fit,game.mcl_sm.button.save_button_this_should_say_load_for_load_mission_dialog,Button2,save button.  this should say load for load mission dialog,SAVE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_sv.fit,game.mcl_sv.button.delete_button,Button0,delete button,DELETE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_sv.fit,game.mcl_sv.button.cancel_button,Button1,cancel button,CANCEL,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_sv.fit,game.mcl_sv.button.save_button,Button2,save button.,SAVE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_sv_acceptchanges.fit,game.mcl_sv_acceptchanges.button.cancel_button,Button0,cancel button,CANCEL,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_sv_acceptchanges.fit,game.mcl_sv_acceptchanges.button.accept_button,Button1,accept button.,SAVE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcui_keyref_1024.fit,game.mcui_keyref_1024.button.close_keyref_close_reference,Button0,"close keyref \""CLOSE REFERENCE\""",CLOSE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcui_keyref_1280.fit,game.mcui_keyref_1280.button.close_keyref_close_reference,Button0,"close keyref \""CLOSE REFERENCE\""",CLOSE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcui_keyref_1600.fit,game.mcui_keyref_1600.button.close_keyref_close_reference,Button0,"close keyref \""CLOSE REFERENCE\""",CLOSE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcui_keyref_640.fit,game.mcui_keyref_640.button.close_keyref_close_reference,Button0,"close keyref \""CLOSE REFERENCE\""",CLOSE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcui_keyref_800.fit,game.mcui_keyref_800.button.close_keyref_close_reference,Button0,"close keyref \""CLOSE REFERENCE\""",CLOSE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,game.mcui_mr_layout.button.this_is_the_check_box_for_the_salvageable_mechs,SalvageAreaCheckBoxButton,This is the check box for the salvageable mechs.,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,game.mcui_mr_layout.button.done_button_in_lower_right_corner,SalvageAreaButton0,DONE button in lower right corner,DONE,Done,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,game.mcui_mr_layout.button.done_button_in_lower_right_corner_01,PilotReviewButton0,DONE button in lower right corner,DONE,Done,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,game.mcui_mr_layout.button.confirm_button_in_lower_right_corner,PromoteGadgetRightButton0,confirm button in lower right corner,DONE,Done,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,game.mcui_mr_layout.button.this_is_the_radio_button_for_the_skill_entries,PromoteGadgetRightRadioButton,This is the radio button for the skill entries,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcui_mr_salvageareaentrybox.fit,game.mcui_mr_salvageareaentrybox.button.this_is_the_check_box_for_the_salvageable_mechs,Button0,This is the check box for the salvageable mechs.,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcui_mr_specialtyskillsentrybox.fit,game.mcui_mr_specialtyskillsentrybox.button.this_is_the_radio_button_for_the_pilot_skill_entry_box,Button0,This is the radio button for the pilot skill entry box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.done_button_in_lower_right_corner,OptionsAreaButton0,DONE button in lower right corner,,Done,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.this_is_the_check_box,OptionsAreaButton1,This is the check box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.this_is_the_check_box_01,OptionsAreaButton2,This is the check box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.this_is_the_check_box_02,OptionsAreaButton3,This is the check box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.this_is_the_check_box_03,OptionsAreaButton4,This is the check box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.this_is_the_check_box_04,OptionsAreaButton5,This is the check box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.this_is_the_check_box_05,OptionsAreaButton6,This is the check box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.this_is_the_check_box_06,OptionsAreaButton7,This is the check box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.this_is_the_check_box_07,OptionsAreaButton8,This is the check box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.this_is_the_check_box_08,OptionsAreaButton9,This is the check box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.this_is_the_check_box_09,OptionsAreaButton10,This is the check box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.this_is_the_check_box_10,OptionsAreaButton11,This is the check box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.this_is_the_check_box_11,OptionsAreaButton12,This is the check box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.this_is_the_check_box_12,OptionsAreaButton13,This is the check box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.this_is_the_check_box_13,OptionsAreaButton14,This is the check box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.this_is_the_check_box_14,OptionsAreaButton15,This is the check box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.this_is_the_check_box_15,OptionsAreaButton16,This is the check box,,SALVAGE BUTTON,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/options_layout.fit,game.options_layout.button.cancel_button,OptionsAreaButton17,cancel button,,Done,false,,,,,true
